"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 24 17:23:58 BDT 2023","Wed May 24 17:24:17 BDT 2023","19298","","Automate the EBC Nexus Website","","","","User able to case register successfully.",""
